R1-PA1:VH,R1-PM1:V,R1-PA2:VH,R1-PM2:V,R1-PA3:VH,R1-PM3:V,R1-PA4:IH,R1-PM4:I,R1-PA5:IH,R1-PM5:I,R1-PA6:IH,R1-PM6:I,R1-PA7:VH,R1-PM7:V,R1-PA8:VH,R1-PM8:V,R1-PA9:VH,R1-PM9:V,R1-PA10:IH,R1-PM10:I,R1-PA11:IH,R1-PM11:I,R1-PA12:IH,R1-PM12:I,R1:F,R1:DF,R1-PA:Z,R1-PA:ZH,R1:S,R2-PA1:VH,R2-PM1:V,R2-PA2:VH,R2-PM2:V,R2-PA3:VH,R2-PM3:V,R2-PA4:IH,R2-PM4:I,R2-PA5:IH,R2-PM5:I,R2-PA6:IH,R2-PM6:I,R2-PA7:VH,R2-PM7:V,R2-PA8:VH,R2-PM8:V,R2-PA9:VH,R2-PM9:V,R2-PA10:IH,R2-PM10:I,R2-PA11:IH,R2-PM11:I,R2-PA12:IH,R2-PM12:I,R2:F,R2:DF,R2-PA:Z,R2-PA:ZH,R2:S,R3-PA1:VH,R3-PM1:V,R3-PA2:VH,R3-PM2:V,R3-PA3:VH,R3-PM3:V,R3-PA4:IH,R3-PM4:I,R3-PA5:IH,R3-PM5:I,R3-PA6:IH,R3-PM6:I,R3-PA7:VH,R3-PM7:V,R3-PA8:VH,R3-PM8:V,R3-PA9:VH,R3-PM9:V,R3-PA10:IH,R3-PM10:I,R3-PA11:IH,R3-PM11:I,R3-PA12:IH,R3-PM12:I,R3:F,R3:DF,R3-PA:Z,R3-PA:ZH,R3:S,R4-PA1:VH,R4-PM1:V,R4-PA2:VH,R4-PM2:V,R4-PA3:VH,R4-PM3:V,R4-PA4:IH,R4-PM4:I,R4-PA5:IH,R4-PM5:I,R4-PA6:IH,R4-PM6:I,R4-PA7:VH,R4-PM7:V,R4-PA8:VH,R4-PM8:V,R4-PA9:VH,R4-PM9:V,R4-PA10:IH,R4-PM10:I,R4-PA11:IH,R4-PM11:I,R4-PA12:IH,R4-PM12:I,R4:F,R4:DF,R4-PA:Z,R4-PA:ZH,R4:S,control_panel_log1,control_panel_log2,control_panel_log3,control_panel_log4,relay1_log,relay2_log,relay3_log,relay4_log,snort_log1,snort_log2,snort_log3,snort_log4
123.844827,129202.5603,4.148214,127773.3839,-116.023954,126519.7204,-174.196359,268.25615,7.992761,667.43595,-100.33064,429.39295,123.988067,127823.5305,0,0,0,0,142.299798,423.35032,-102.645389,171.20785,-48.357638,159.12259,57.598,0,8.296509799,-2.340137,0,101.346135,121260.8359,-18.185121,125672.8438,-140.138857,124709.9219,-22.705994,506.624207,-177.651677,670.761108,73.017885,429.044739,101.000063,123865.3203,-93.210758,2612.076172,0,0,-43.87665,517.456055,39.938049,156.772614,112.491761,67.54303,63.926998,0,7.59004676,1.787633,0,101.350504,120828.0881,-18.208599,125341.2767,-140.540818,123636.2944,-153.890734,435.8018,113.577424,305.42748,-15.521427,321.17494,100.86922,123235.1221,-99.91811,2858.35278,0,0,-140.431956,346.81034,153.157348,62.80673,179.370167,67.93381,63.938,0,5.874172675,-1.597613,0,102.691226,127472.5047,-16.346486,129428.2197,-137.166096,128224.7028,27.158199,383.24923,-63.953549,283.08806,171.652426,268.80548,103.063648,128375.1424,0,0,0,0,42.983294,303.41327,-19.337326,55.66544,-11.430508,67.7507,62.032,0,7.092582667,1.632319,0,0,0,0,0,0,0,0,0,0,0,0,0
110.517829,134442.8737,-9.448074,134417.8005,-129.436895,134493.0203,114.522804,336.9224,-7.207809,346.0779,-127.626349,345.71168,110.540747,134442.8737,0,0,0,0,113.21646,342.96503,-113.480021,5.4933,-125.557971,4.39464,59.98,0.01,11.41660801,-0.105342,0,105.339665,133687.7656,-14.592592,133527.7813,-134.645691,133771.6563,-75.632631,340.324402,162.463085,348.79303,41.981508,350.492493,105.361638,133660.8906,0,0,0,0,-77.082824,346.481323,59.186096,5.51033,38.471375,5.281448,59.986,0,11.20077562,3.115545,0,105.338291,133214.2835,-14.616153,133189.2102,-134.616434,133239.3568,-83.227849,303.59638,156.875844,303.41327,36.823997,303.04705,105.366939,133214.2835,0,0,0,0,-83.176283,303.41327,0,0,0,0,59.988,0,12.45599112,-2.989401,0,109.82455,134693.6064,-10.164271,134016.6282,-130.170281,134743.753,108.965114,297.91997,-11.069545,298.10308,-131.052637,297.55375,109.83028,134493.0203,0,0,0,0,108.942195,297.91997,0,0,0,0,59.993,0,12.85146575,0.016015,0,0,0,0,0,0,0,0,0,0,0,0,0
110.357401,134317.5074,-9.614232,134292.4341,-129.603053,134392.7272,114.620207,333.44331,-6.990085,342.23259,-127.540405,342.4157,110.37459,134342.5807,0,0,0,0,113.348241,339.30283,-109.543801,5.31019,-127.912828,4.21153,59.982,0.02,11.50284607,-0.109508,0,105.22431,133632.9688,-14.718933,133466.6719,-134.766545,133714.9063,-75.709532,336.845398,162.457579,345.468506,42.047427,347.156525,105.240784,133603.1406,0,0,0,0,-77.088322,343.105316,60.427551,5.270004,41.558535,5.144119,59.986,0,11.3374113,3.11583,0,105.21797,133164.137,-14.747934,133113.9904,-134.731026,133189.2102,-83.451303,307.44169,156.66958,307.25858,36.548978,306.89236,105.246617,133139.0637,0,0,0,0,-83.411196,307.25858,0,0,0,0,59.988,0,12.28343117,-2.98758,0,109.750066,134668.5332,-10.238756,134016.6282,-130.233307,134718.6797,108.529666,301.58217,-11.396131,301.39906,-131.442248,301.39906,109.755795,134467.947,0,0,0,0,108.558313,301.39906,0,0,0,0,59.991,-0.02,12.67817484,0.022462,0,0,0,0,0,0,0,0,0,0,0,0,0
110.248539,134267.3609,-9.717364,134217.2143,-129.706186,134317.5074,114.643125,331.4291,-6.972896,340.5846,-127.488839,340.76771,110.265728,134267.3609,0,0,0,0,113.376889,337.47173,-108.970843,5.31019,-125.655374,4.39464,59.982,0.04,11.58711163,-0.112267,0,105.14191,133584.0469,-14.806824,133426.7031,-134.843452,133670.5313,-75.704041,334.894165,162.523504,343.036652,42.03644,344.495789,105.158392,133556.9688,0,0,0,0,-77.060851,340.765015,60.065005,5.218506,38.987734,4.858017,59.986,0,11.37591489,3.116123,0,105.143485,133113.9904,-14.822418,133088.9172,-134.816969,133139.0637,-83.542976,309.63901,156.589365,309.63901,36.440116,309.08968,105.166403,133113.9904,0,0,0,0,-83.502869,309.4559,0,0,0,0,59.988,0,12.19188456,-2.986844,0,109.6985,134643.4599,-10.284592,134016.6282,-130.284873,134718.6797,108.323401,303.9626,-11.568018,303.9626,-131.602676,303.59638,109.704229,134467.947,0,0,0,0,108.380697,303.77949,0,0,0,0,59.991,-0.02,12.58483665,0.026641,0,0,0,0,0,0,0,0,0,0,0,0,0
107.727525,132085.9864,-12.249838,132060.9131,-132.250118,132161.2062,114.201948,307.25858,-7.33386,315.68164,-127.586242,315.13231,107.738984,132085.9864,0,0,0,0,113.07895,312.75188,-112.654962,4.39464,-117.891796,3.6622,59.993,0.01,12.34968065,-0.144499,0,102.906191,131817.0625,-17.026063,131670.1094,-137.079165,131914.2813,-76.659851,308.572754,161.770941,315.576538,41.174013,317.087158,102.933656,131799.6875,0,0,0,0,-77.917787,313.705444,62.295232,4.617691,35.488587,4.148483,59.993,0.01,12.16070742,3.096716,0,102.90895,131358.8615,-17.045494,131333.7883,-137.045775,131383.9348,-83.015855,333.2602,153.604255,346.26101,33.53522,345.71168,102.931868,131358.8615,0,0,0,0,-85.324875,341.68326,37.150583,8.23995,37.356848,7.69062,59.993,0.01,11.33022967,-3.102236,0,108.014004,133414.8697,-11.957629,132788.0379,-131.963639,133490.0895,107.802009,325.02025,-16.031359,338.57039,-136.060288,338.02106,108.031192,133239.3568,0,0,0,0,105.200781,333.62642,-133.785645,8.78928,-132.943397,8.42306,59.993,0.01,11.79433428,-0.068281,0,0,0,0,0,0,0,0,0,0,0,0,0
106.421181,131559.4477,-13.538993,131534.3744,-133.545003,131609.5942,109.841739,317.69585,-11.26435,323.18915,-131.625594,323.00604,106.43837,131559.4477,0,0,0,0,108.976573,321.35805,-116.316162,3.47909,0,0,59.999,0,11.80422896,-0.082538,0,101.488954,130898.2734,-18.443299,130745.875,-138.496402,130973,-80.851135,320.611939,158.013612,325.853333,37.460634,327.793121,101.510927,130870.7969,0,0,0,0,-81.801453,324.726105,62.844543,3.650665,28.352967,3.421783,59.999001,0,11.6009493,-3.130258,0,101.488014,130431.1505,-18.4607,130406.0773,-138.455251,130456.2238,-83.468492,332.16154,155.431991,336.9224,34.005045,341.13393,101.522392,130431.1505,0,0,0,0,-84.688892,336.73929,68.623155,5.31019,3.134079,4.76086,59.999,0,10.99274801,-3.09132,0,106.633175,132186.2794,-13.349917,131534.3744,-133.350197,132236.426,107.217592,326.48513,-13.962981,330.69666,-135.61911,335.64063,106.638905,131985.6933,0,0,0,0,105.865412,330.87977,-99.929569,5.4933,-170.134088,5.31019,59.999,0,11.27642133,-0.049791,0,0,0,0,0,0,0,0,0,0,0,0,0
106.209187,131709.8873,-13.750987,131684.814,-133.762727,131785.1071,108.151513,323.00604,-12.553505,327.03446,-132.977775,326.85135,106.232105,131734.9606,0,0,0,0,107.532719,325.56958,0,0,0,0,59.999,0,11.59002493,-0.049227,0,101.241763,130914.4844,-18.695985,130756.3984,-138.7436,130990.6328,-82.361761,326.620117,156.766666,330.734253,36.307069,331.884399,101.269227,130887.25,0,0,0,0,-83.103335,329.721436,0,0,0,0,60,0,11.38346528,-3.100425,0,101.247372,130456.2238,-18.712802,130431.1505,-138.707353,130481.2971,-83.697675,331.06288,155.420532,334.72508,35.133772,335.27441,101.27602,130456.2238,0,0,0,0,-84.385224,333.62642,0,0,0,0,60,0,11.20414563,-3.074517,0,106.346696,132035.8398,-13.630666,131409.0081,-133.630947,132085.9864,107.166026,325.56958,-13.899956,329.41489,-134.312766,329.78111,106.358156,131860.3269,0,0,0,0,106.312319,328.31623,-123.208844,3.11287,0,0,59.999,0,11.50202085,-0.036411,0,0,0,0,0,0,0,0,0,0,0,0,0
106.151891,131785.1071,-13.808283,131760.0339,-133.820023,131860.3269,107.601474,324.65403,-13.097815,328.49934,-133.281442,327.40068,106.174809,131810.1804,0,0,0,0,107.062894,326.85135,0,0,0,0,60,0,11.57146244,-0.037098,0,101.175845,130940.8281,-18.75641,130791.7109,-138.809511,131033.2344,-82.933045,328.657166,156.250304,331.867218,36.004946,332.576752,101.197818,130923.3906,0,0,0,0,-83.564762,331.014648,0,0,0,0,60,0,11.32804689,-3.088047,0,101.172888,130481.2971,-18.770097,130456.2238,-138.781837,130481.2971,-83.840914,331.06288,155.500746,333.99264,35.105124,334.17575,101.201535,130481.2971,0,0,0,0,-84.413872,333.07709,0,0,0,0,59.999,0,11.17754013,-3.0685,0,106.266482,132035.8398,-13.71088,131383.9348,-133.711161,132085.9864,106.999868,325.56958,-13.854119,328.86556,-134.209634,329.23178,106.277941,131835.2537,0,0,0,0,106.306589,327.95001,0,0,0,0,60,0,11.50996347,-0.031002,0,0,0,0,0,0,0,0,0,0,0,0,0
106.111784,131835.2537,-13.84266,131785.1071,-133.8544,131885.4002,107.349373,325.56958,-13.361376,329.04867,-133.441871,328.13312,106.134702,131835.2537,0,0,0,0,106.84517,327.58379,0,0,0,0,60,0,11.55115536,-0.033437,0,101.1319,130956.1563,-18.794862,130814.625,-138.847965,131041.2656,-83.163762,329.561218,156.030576,332.75415,35.818178,333.35495,101.159364,130934.8516,0,0,0,0,-83.778991,331.872925,0,0,0,0,60,0,11.30365012,-3.084198,0,101.14424,130506.3704,-18.815934,130456.2238,-138.816215,130556.5169,-83.875292,330.87977,155.477827,333.44331,35.087935,333.62642,101.167158,130506.3704,0,0,0,0,-84.44252,332.71087,0,0,0,0,60,0,11.17699309,-3.067865,0,106.226375,132010.7666,-13.756717,131383.9348,-133.756997,132085.9864,106.954032,325.9358,-13.968711,328.68245,-134.163797,328.49934,106.237834,131835.2537,0,0,0,0,106.266482,327.7669,0,0,0,0,60,0,11.50023001,-0.029436,0,0,0,0,0,0,0,0,0,0,0,0,0
106.014381,131910.4735,-13.945793,131885.4002,-133.946073,131960.62,106.673282,327.58379,-13.84266,330.87977,-133.940344,329.04867,106.037299,131910.4735,0,0,0,0,106.29513,329.23178,0,0,0,0,60,0,11.48398782,-0.017659,0,101.033026,130995.4766,-18.899231,130849.6953,-138.946839,131079.9531,-83.735046,331.758484,155.580139,334.533691,35.428164,334.768311,101.06049,130975.2031,0,0,0,0,-84.24591,333.675385,0,0,0,0,60,0,11.2358376,-3.072501,0,101.035378,130531.4436,-18.913337,130506.3704,-138.925077,130556.5169,-84.184689,331.24599,155.30021,333.2602,34.973344,333.62642,101.058296,130531.4436,0,0,0,0,-84.643055,332.71087,0,0,0,0,59.999,0,11.171034,-3.062171,0,106.106054,132010.7666,-13.871308,131383.9348,-133.871589,132085.9864,106.541502,326.48513,-14.048925,328.49934,-134.358603,329.04867,106.111784,131835.2537,0,0,0,0,106.037299,327.95001,0,0,0,0,59.999,0,11.46273349,-0.020932,0,0,0,0,0,0,0,0,0,0,0,0,0
105.89406,131935.5467,-14.071843,131910.4735,-134.072124,132010.7666,106.043029,329.23178,-14.323945,331.79532,-134.484654,330.33044,105.911248,131960.62,0,0,0,0,105.745091,330.51355,0,0,0,0,60,0,11.40570821,-0.007006,0,100.901189,131017.125,-19.031067,130869.6719,-139.078675,131099.2031,-84.531555,333.927155,155.091248,335.580811,34.889832,336.044312,100.928654,130992.7344,0,0,0,0,-84.850163,335.186005,0,0,0,0,60,0,11.14282299,-3.055905,0,100.903597,130556.5169,-19.045117,130531.4436,-139.045398,130581.5902,-84.620137,331.97843,154.939247,333.99264,34.807186,333.62642,100.932245,130556.5169,0,0,0,0,-84.958182,333.2602,0,0,0,0,60,0,11.18352403,-3.053155,0,105.968544,132010.7666,-14.003089,131383.9348,-134.009099,132085.9864,106.220646,327.40068,-14.346863,329.23178,-134.547679,329.23178,105.980003,131835.2537,0,0,0,0,105.773739,328.68245,0,0,0,0,60,0,11.44317933,-0.015365,0,0,0,0,0,0,0,0,0,0,0,0,0
