R1-PA1:VH,R1-PM1:V,R1-PA2:VH,R1-PM2:V,R1-PA3:VH,R1-PM3:V,R1-PA4:IH,R1-PM4:I,R1-PA5:IH,R1-PM5:I,R1-PA6:IH,R1-PM6:I,R1-PA7:VH,R1-PM7:V,R1-PA8:VH,R1-PM8:V,R1-PA9:VH,R1-PM9:V,R1-PA10:IH,R1-PM10:I,R1-PA11:IH,R1-PM11:I,R1-PA12:IH,R1-PM12:I,R1:F,R1:DF,R1-PA:Z,R1-PA:ZH,R1:S,R2-PA1:VH,R2-PM1:V,R2-PA2:VH,R2-PM2:V,R2-PA3:VH,R2-PM3:V,R2-PA4:IH,R2-PM4:I,R2-PA5:IH,R2-PM5:I,R2-PA6:IH,R2-PM6:I,R2-PA7:VH,R2-PM7:V,R2-PA8:VH,R2-PM8:V,R2-PA9:VH,R2-PM9:V,R2-PA10:IH,R2-PM10:I,R2-PA11:IH,R2-PM11:I,R2-PA12:IH,R2-PM12:I,R2:F,R2:DF,R2-PA:Z,R2-PA:ZH,R2:S,R3-PA1:VH,R3-PM1:V,R3-PA2:VH,R3-PM2:V,R3-PA3:VH,R3-PM3:V,R3-PA4:IH,R3-PM4:I,R3-PA5:IH,R3-PM5:I,R3-PA6:IH,R3-PM6:I,R3-PA7:VH,R3-PM7:V,R3-PA8:VH,R3-PM8:V,R3-PA9:VH,R3-PM9:V,R3-PA10:IH,R3-PM10:I,R3-PA11:IH,R3-PM11:I,R3-PA12:IH,R3-PM12:I,R3:F,R3:DF,R3-PA:Z,R3-PA:ZH,R3:S,R4-PA1:VH,R4-PM1:V,R4-PA2:VH,R4-PM2:V,R4-PA3:VH,R4-PM3:V,R4-PA4:IH,R4-PM4:I,R4-PA5:IH,R4-PM5:I,R4-PA6:IH,R4-PM6:I,R4-PA7:VH,R4-PM7:V,R4-PA8:VH,R4-PM8:V,R4-PA9:VH,R4-PM9:V,R4-PA10:IH,R4-PM10:I,R4-PA11:IH,R4-PM11:I,R4-PA12:IH,R4-PM12:I,R4:F,R4:DF,R4-PA:Z,R4-PA:ZH,R4:S,control_panel_log1,control_panel_log2,control_panel_log3,control_panel_log4,relay1_log,relay2_log,relay3_log,relay4_log,snort_log1,snort_log2,snort_log3,snort_log4,marker
123.8448274,129202.5603,4.148214437,127773.3839,-116.0239535,126519.7204,-174.1963585,268.25615,7.992761242,667.43595,-100.3306395,429.39295,123.9880669,127823.5305,0,0,0,0,142.299798,423.35032,-102.645389,171.20785,-48.35763791,159.12259,57.598,0,8.296509799,-2.340136526,0,101.3461352,121260.8359,-18.18512083,125672.8438,-140.1388571,124709.9219,-22.70599401,506.6242065,-177.6516767,670.7611084,73.01788461,429.0447388,101.0000631,123865.3203,-93.21075832,2612.076172,0,0,-43.87665028,517.4560547,39.93804902,156.7726135,112.4917608,67.54302979,63.92699814,0,7.59004676,1.787632959,0,101.3505044,120828.0881,-18.20859873,125341.2767,-140.5408176,123636.2944,-153.8907342,435.8018,113.5774237,305.42748,-15.52142667,321.17494,100.8692198,123235.1221,-99.91810989,2858.35278,0,0,-140.4319556,346.81034,153.1573482,62.80673,179.3701673,67.93381,63.938,0,5.874172675,-1.597612591,0,102.6912256,127472.5047,-16.3464859,129428.2197,-137.1660962,128224.7028,27.15819949,383.24923,-63.95354909,283.08806,171.6524258,268.80548,103.0636482,128375.1424,0,0,0,0,42.98329379,303.41327,-19.33732559,55.66544,-11.43050801,67.7507,62.032,0,7.092582667,1.63231902,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110.5178291,134442.8737,-9.448074042,134417.8005,-129.4368955,134493.0203,114.5228041,336.9224,-7.207809063,346.0779,-127.6263489,345.71168,110.5407474,134442.8737,0,0,0,0,113.2164603,342.96503,-113.4800209,5.4933,-125.5579712,4.39464,59.98,0.01,11.41660801,-0.105341511,0,105.3396648,133687.7656,-14.59259159,133527.7813,-134.6456911,133771.6563,-75.63263128,340.3244019,162.4630845,348.7930298,41.98150843,350.4924927,105.3616375,133660.8906,0,0,0,0,-77.08282388,346.4813232,59.18609584,5.5103302,38.47137518,5.281448364,59.98600006,0,11.20077562,3.115545217,0,105.3382906,133214.2835,-14.61615335,133189.2102,-134.616434,133239.3568,-83.22784932,303.59638,156.8758443,303.41327,36.82399749,303.04705,105.3669385,133214.2835,0,0,0,0,-83.17628312,303.41327,0,0,0,0,59.988,0,12.45599112,-2.989400997,0,109.8245502,134693.6064,-10.16427129,134016.6282,-130.1702815,134743.753,108.9651135,297.91997,-11.0695446,298.10308,-131.0526365,297.55375,109.8302797,134493.0203,0,0,0,0,108.9421952,297.91997,0,0,0,0,59.993,0,12.85146575,0.016015418,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110.3574009,134317.5074,-9.614231802,134292.4341,-129.6030533,134392.7272,114.6202069,333.44331,-6.990085101,342.23259,-127.5404052,342.4157,110.3745897,134342.5807,0,0,0,0,113.3482406,339.30283,-109.5438009,5.31019,-127.9128278,4.21153,59.982,0.02,11.50284607,-0.109507695,0,105.2243097,133632.9688,-14.71893301,133466.6719,-134.7665445,133714.9063,-75.70953238,336.8453979,162.4575794,345.4685059,42.04742659,347.1565247,105.2407842,133603.1406,0,0,0,0,-77.08832218,343.1053162,60.42755102,5.270004272,41.55853531,5.144119263,59.98600006,0,11.3374113,3.115830372,0,105.2179695,133164.137,-14.74793365,133113.9904,-134.7310255,133189.2102,-83.45130286,307.44169,156.6695795,307.25858,36.54897775,306.89236,105.2466174,133139.0637,0,0,0,0,-83.41119582,307.25858,0,0,0,0,59.988,0,12.28343117,-2.987580413,0,109.7500657,134668.5332,-10.2387558,134016.6282,-130.2333068,134718.6797,108.5296656,301.58217,-11.39613055,301.39906,-131.4422478,301.39906,109.7557952,134467.947,0,0,0,0,108.5583134,301.39906,0,0,0,0,59.991,-0.02,12.67817484,0.02246188,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110.2485389,134267.3609,-9.717364205,134217.2143,-129.7061857,134317.5074,114.6431252,331.4291,-6.972896367,340.5846,-127.488839,340.76771,110.2657277,134267.3609,0,0,0,0,113.3768885,337.47173,-108.9708431,5.31019,-125.6553741,4.39464,59.982,0.04,11.58711163,-0.11226669,0,105.1419103,133584.0469,-14.80682388,133426.7031,-134.8434524,133670.5313,-75.70404091,334.894165,162.5235044,343.0366516,42.03644023,344.4957886,105.1583916,133556.9688,0,0,0,0,-77.06085116,340.7650146,60.06500458,5.218505859,38.98773407,4.858016968,59.98600006,0,11.37591489,3.116122805,0,105.143485,133113.9904,-14.82241816,133088.9172,-134.8169692,133139.0637,-83.54297611,309.63901,156.5893654,309.63901,36.44011577,309.08968,105.1664033,133113.9904,0,0,0,0,-83.50286906,309.4559,0,0,0,0,59.988,0,12.19188456,-2.986843679,0,109.6984995,134643.4599,-10.28459242,134016.6282,-130.284873,134718.6797,108.3234007,303.9626,-11.56801788,303.9626,-131.602676,303.59638,109.704229,134467.947,0,0,0,0,108.3806965,303.77949,0,0,0,0,59.991,-0.02,12.58483665,0.026641198,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107.7275246,132085.9864,-12.24983766,132060.9131,-132.2501183,132161.2062,114.2019477,307.25858,-7.333859778,315.68164,-127.5862418,315.13231,107.7389838,132085.9864,0,0,0,0,113.0789504,312.75188,-112.6549617,4.39464,-117.8917959,3.6622,59.993,0.01,12.34968065,-0.144499124,0,102.9061914,131817.0625,-17.02606334,131670.1094,-137.0791646,131914.2813,-76.65985075,308.5727539,161.7709405,315.5765381,41.17401273,317.0871582,102.9336555,131799.6875,0,0,0,0,-77.91778718,313.7054443,62.2952321,4.61769104,35.48858717,4.148483276,59.99300003,0.01,12.16070742,3.096716249,0,102.9089496,131358.8615,-17.04549441,131333.7883,-137.045775,131383.9348,-83.01585494,333.2602,153.6042553,346.26101,33.53521975,345.71168,102.9318679,131358.8615,0,0,0,0,-85.32487485,341.68326,37.15058344,8.23995,37.35684824,7.69062,59.993,0.01,11.33022967,-3.102236315,0,108.0140035,133414.8697,-11.95762918,132788.0379,-131.9636394,133490.0895,107.8020092,325.02025,-16.03135911,338.57039,-136.0602876,338.02106,108.0311923,133239.3568,0,0,0,0,105.2007808,333.62642,-133.7856452,8.78928,-132.9433972,8.42306,59.993,0.01,11.79433428,-0.068280612,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106.4211809,131559.4477,-13.5389927,131534.3744,-133.5450029,131609.5942,109.8417389,317.69585,-11.26435025,323.18915,-131.6255943,323.00604,106.4383696,131559.4477,0,0,0,0,108.9765726,321.35805,-116.316162,3.47909,0,0,59.999,0,11.80422896,-0.082537738,0,101.4889544,130898.2734,-18.44329856,130745.875,-138.4964015,130973,-80.85113487,320.6119385,158.0136124,325.8533325,37.46063354,327.7931213,101.5109271,130870.7969,0,0,0,0,-81.80145324,324.7261047,62.84454323,3.650665283,28.35296731,3.421783447,59.99900055,0,11.6009493,-3.130258498,0,101.4880143,130431.1505,-18.46070016,130406.0773,-138.4552512,130456.2238,-83.46849159,332.16154,155.4319907,336.9224,34.00504514,341.13393,101.5223917,130431.1505,0,0,0,0,-84.6888917,336.73929,68.62315512,5.31019,3.134079139,4.76086,59.999,0,10.99274801,-3.091320005,0,106.6331753,132186.2794,-13.34991663,131534.3744,-133.3501972,132236.426,107.2175922,326.48513,-13.96298147,330.69666,-135.6191101,335.64063,106.6389048,131985.6933,0,0,0,0,105.8654118,330.87977,-99.92956905,5.4933,-170.1340877,5.31019,59.999,0,11.27642133,-0.049791267,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106.2091865,131709.8873,-13.75098708,131684.814,-133.7627269,131785.1071,108.1515134,323.00604,-12.55350529,327.03446,-132.9777747,326.85135,106.2321048,131734.9606,0,0,0,0,107.532719,325.56958,0,0,0,0,59.999,0,11.59002493,-0.049227277,0,101.241763,130914.4844,-18.69598482,130756.3984,-138.7435997,130990.6328,-82.36176097,326.6201172,156.7666658,330.7342529,36.30706923,331.8843994,101.2692272,130887.25,0,0,0,0,-83.1033351,329.7214355,0,0,0,0,60,0,11.38346528,-3.100425374,0,101.247372,130456.2238,-18.71280159,130431.1505,-138.7073526,130481.2971,-83.69767471,331.06288,155.4205315,334.72508,35.133772,335.27441,101.2760199,130456.2238,0,0,0,0,-84.38522407,333.62642,0,0,0,0,60,0,11.20414563,-3.07451726,0,106.3466964,132035.8398,-13.63066595,131409.0081,-133.6309466,132085.9864,107.166026,325.56958,-13.89995611,329.41489,-134.3127663,329.78111,106.3581555,131860.3269,0,0,0,0,106.3123189,328.31623,-123.2088443,3.11287,0,0,59.999,0,11.50202085,-0.036411132,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106.1518907,131785.1071,-13.80828286,131760.0339,-133.8200226,131860.3269,107.6014739,324.65403,-13.0978152,328.49934,-133.2814423,327.40068,106.174809,131810.1804,0,0,0,0,107.0628936,326.85135,0,0,0,0,60,0,11.57146244,-0.037097886,0,101.1758449,130940.8281,-18.7564098,130791.7109,-138.809511,131033.2344,-82.93304483,328.6571655,156.2503035,331.867218,36.00494606,332.5767517,101.1978176,130923.3906,0,0,0,0,-83.56476219,331.0146484,0,0,0,0,60,0,11.32804689,-3.088046803,0,101.1728875,130481.2971,-18.77009737,130456.2238,-138.7818371,130481.2971,-83.84091416,331.06288,155.5007456,333.99264,35.10512411,334.17575,101.2015354,130481.2971,0,0,0,0,-84.41387196,333.07709,0,0,0,0,59.999,0,11.17754013,-3.068500252,0,106.2664823,132035.8398,-13.71088004,131383.9348,-133.7111606,132085.9864,106.9998682,325.56958,-13.85411949,328.86556,-134.2096339,329.23178,106.2779414,131835.2537,0,0,0,0,106.3065893,327.95001,0,0,0,0,60,0,11.50996347,-0.031002152,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106.1117837,131835.2537,-13.84266033,131785.1071,-133.8544001,131885.4002,107.3493725,325.56958,-13.36137578,329.04867,-133.4418705,328.13312,106.134702,131835.2537,0,0,0,0,106.8451696,327.58379,0,0,0,0,60,0,11.55115536,-0.033437155,0,101.1318995,130956.1563,-18.79486206,130814.625,-138.847965,131041.2656,-83.16376179,329.5612183,156.0305763,332.7541504,35.81817795,333.35495,101.1593636,130934.8516,0,0,0,0,-83.77899108,331.8729248,0,0,0,0,60,0,11.30365012,-3.084198114,0,101.1442396,130506.3704,-18.81593399,130456.2238,-138.8162146,130556.5169,-83.87529163,330.87977,155.4778273,333.44331,35.08793537,333.62642,101.1671579,130506.3704,0,0,0,0,-84.44251985,332.71087,0,0,0,0,60,0,11.17699309,-3.067864643,0,106.2263752,132010.7666,-13.75671666,131383.9348,-133.7569973,132085.9864,106.9540316,325.9358,-13.96871105,328.68245,-134.1637973,328.49934,106.2378344,131835.2537,0,0,0,0,106.2664823,327.7669,0,0,0,0,60,0,11.50023001,-0.029435819,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106.0143808,131910.4735,-13.94579273,131885.4002,-133.9460733,131960.62,106.6732823,327.58379,-13.84266033,330.87977,-133.9403438,329.04867,106.0372991,131910.4735,0,0,0,0,106.2951302,329.23178,0,0,0,0,60,0,11.48398782,-0.017658537,0,101.0330256,130995.4766,-18.89923076,130849.6953,-138.9468388,131079.9531,-83.73504564,331.7584839,155.580139,334.5336914,35.4281639,334.7683105,101.0604898,130975.2031,0,0,0,0,-84.24590964,333.6753845,0,0,0,0,60,0,11.2358376,-3.072500539,0,101.0353776,130531.4436,-18.91333682,130506.3704,-138.9250766,130556.5169,-84.18468884,331.24599,155.3002104,333.2602,34.97334381,333.62642,101.0582959,130531.4436,0,0,0,0,-84.64305507,332.71087,0,0,0,0,59.999,0,11.171034,-3.062170979,0,106.1060541,132010.7666,-13.87130822,131383.9348,-133.8715888,132085.9864,106.541502,326.48513,-14.04892514,328.49934,-134.358603,329.04867,106.1117837,131835.2537,0,0,0,0,106.0372991,327.95001,0,0,0,0,59.999,0,11.46273349,-0.020932089,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105.8940597,131935.5467,-14.07184345,131910.4735,-134.0721241,132010.7666,106.0430287,329.23178,-14.32394488,331.79532,-134.4846537,330.33044,105.9112484,131960.62,0,0,0,0,105.7450907,330.51355,0,0,0,0,60,0,11.40570821,-0.007005704,0,100.9011893,131017.125,-19.03106707,130869.6719,-139.0786751,131099.2031,-84.53155498,333.9271545,155.0912477,335.5808105,34.8898323,336.0443115,100.9286535,130992.7344,0,0,0,0,-84.85016281,335.1860046,0,0,0,0,60,0,11.14282299,-3.055905191,0,100.9035973,130556.5169,-19.04511711,130531.4436,-139.0453977,130581.5902,-84.62013676,331.97843,154.939247,333.99264,34.80718605,333.62642,100.9322452,130556.5169,0,0,0,0,-84.95818186,333.2602,0,0,0,0,60,0,11.18352403,-3.053155333,0,105.9685442,132010.7666,-14.00308851,131383.9348,-134.0090987,132085.9864,106.2206456,327.40068,-14.34686319,329.23178,-134.547679,329.23178,105.9800034,131835.2537,0,0,0,0,105.7737386,328.68245,0,0,0,0,60,0,11.44317933,-0.015365412,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105.8654118,131960.62,-14.09476176,131935.5467,-134.100772,132010.7666,105.9456259,329.78111,-14.36405192,331.79532,-134.5247607,330.33044,105.8826005,131960.62,0,0,0,0,105.6877949,330.69666,0,0,0,0,59.999,0,11.37560332,-0.004428856,0,100.8737183,131013.6484,-19.05853297,130863.8906,-139.1061461,131096.1094,-84.60297144,334.1789246,155.0308278,335.7009888,34.81292778,336.2903442,100.9011893,130989.1641,0,0,0,0,-84.92157244,335.3919983,0,0,0,0,60,0,11.12872281,-3.05523915,0,100.880679,130556.5169,-19.08522416,130531.4436,-139.0625865,130581.5902,-84.67170296,332.16154,154.8418441,333.62642,34.70405365,333.99264,100.9093269,130556.5169,0,0,0,0,-85.04412553,333.2602,0,0,0,0,60,0,11.16162135,-3.054869648,0,105.9398963,132010.7666,-14.0317364,131383.9348,-134.0377466,132060.9131,106.0029217,327.58379,-14.43853644,329.41489,-134.5591382,328.86556,105.9570851,131835.2537,0,0,0,0,105.6706062,328.49934,0,0,0,0,60,0,11.45594812,-0.008380782,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48.97643233,130205.4911,-70.97801166,129628.8059,169.0053608,130230.5644,49.48636477,433.42137,-74.4501359,454.66213,170.0939806,429.02673,48.99935064,130029.9782,0,0,0,0,48.32326044,438.73156,105.808116,13.91636,-118.8715538,13.18392,59.997,0.01,9.319529597,-0.019829004,0,41.93478103,127999.0434,-78.04258127,127948.8968,161.9808983,127999.0434,-138.1515836,438.18223,97.94713508,459.97232,-17.59553389,434.15381,41.95769934,127973.9701,0,0,0,0,-139.3204175,443.85864,-80.74121249,13.91636,53.33664115,13.18392,59.997,0.01,9.05751678,3.132013382,0,41.90613314,127948.8968,-78.07695874,127923.8235,161.9236025,127999.0434,-138.4208737,437.81601,97.68930407,457.40878,-17.92784941,432.1396,41.92332187,127948.8968,0,0,0,0,-139.6011668,442.21065,-82.79813097,13.91636,52.92984111,12.45148,59.997,0.01,9.007762062,3.136859501,0,48.8754301,130645.5313,-71.06781096,130492.9844,168.8900739,130720.9922,49.37530774,431.9973145,-74.45709426,453.0658569,170.005198,429.010376,48.89740282,130621.5859,0,0,0,0,48.26019398,437.7708435,105.7846107,13.10348511,-120.1107753,13.16070557,59.99499893,0.01,9.378882304,-0.021374555,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48.55817314,130406.0773,-71.4363779,129779.2455,168.5756425,130456.2238,48.46649989,436.90046,-74.90850214,454.47902,168.9308763,433.42137,48.56963229,130205.4911,0,0,0,0,47.46382375,441.47821,104.6736596,11.71904,-121.1977624,11.16971,59.999,0,9.119800463,-0.009139983,0,41.51079226,128149.483,-78.44938131,128149.483,161.5626391,128174.5562,-139.1886372,441.84443,97.47730969,459.42299,-18.62685792,437.99912,41.53371057,128174.5562,0,0,0,0,-140.1512063,446.23907,-83.97269445,11.90215,52.12197062,11.35282,59.999,0,8.867817866,-3.138756822,0,41.48787395,128124.4097,-78.50094751,128099.3364,161.5282616,128224.7028,-139.4464682,441.11199,97.2653153,456.31012,-19.03365795,436.35113,41.50506268,128149.483,0,0,0,0,-140.4376852,444.40797,-85.50822135,11.53593,50.26558737,10.25416,59.999,0.01,8.813581633,-3.135722129,0,48.44696208,130803.2188,-71.50726533,130647,168.4671077,130882.4063,48.39203029,435.1558838,-74.89105715,452.4078369,168.9340194,432.3120117,48.4689348,130779.9063,0,0,0,0,47.44720681,439.7735596,103.7741103,11.20948792,-121.4675924,11.10076904,59.99900055,0.01,9.185312451,-0.009950881,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48.30034213,131108.1288,-71.68274975,130481.2971,168.3178115,131158.2754,46.86794764,442.75998,-75.31530217,453.19725,167.2062734,440.56266,48.31180129,130932.6159,0,0,0,0,46.23769407,445.32352,100.8749494,7.50751,-124.1370359,7.14129,59.999,0,8.803083722,0.017334146,0,41.33890492,128926.7543,-78.6327278,128876.6078,161.3850222,128951.8276,-140.901781,447.52084,96.83559696,458.69055,-20.60929189,446.23907,41.36182323,128926.7543,0,0,0,0,-141.5721416,450.81682,-86.06399041,7.50751,45.59598134,7.50751,60,0,8.577844691,-3.112522972,0,41.31025703,128876.6078,-78.66710527,128851.5345,161.3506447,128976.9009,-141.0736683,445.87285,96.68089835,455.21146,-20.94733699,443.85864,41.32744576,128901.6811,0,0,0,0,-141.7898656,448.25328,-86.63121862,7.3244,42.1238571,6.59196,60,0,8.55250161,-3.111196737,0,48.18328946,131528.0938,-71.76544648,131378.0469,168.1979436,131602.3281,46.84845193,440.7234192,-75.27557631,450.9658813,167.2146695,438.949585,48.21075707,131501.5938,0,0,0,0,46.24969706,443.4642944,99.99481639,7.106781006,-124.4119231,7.07244873,60,0,8.869837623,0.015428164,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48.12272521,131258.5685,-71.86036667,130581.5902,168.134465,131308.715,45.68192501,447.52084,-75.73356136,453.74658,166.0718169,445.14041,48.13418437,131057.9823,0,0,0,0,45.33242075,448.80261,92.92229521,5.12708,-121.5071596,4.76086,60,0,8.591927763,0.039652913,0,41.16701758,129052.1207,-78.79888556,129027.0474,161.2188644,129077.194,-142.0075895,452.09859,96.57776595,458.50744,-21.79531453,450.81682,41.19566547,129052.1207,0,0,0,0,-142.4143896,453.74658,-89.51892591,4.76086,44.82248831,4.57775,59.999,0,8.343443304,-3.091872102,0,41.14982885,129027.0474,-78.83326303,129001.9742,161.1902165,129077.194,-142.1336402,450.63371,96.37150114,455.39457,-22.05314553,448.07017,41.16701758,129027.0474,0,0,0,0,-142.6091952,451.36615,-91.3409317,5.12708,40.77740628,4.02842,60,0,8.331873308,-3.090975502,0,48.00201624,131652.0781,-71.94122823,131505.5156,168.0221618,131733.0313,45.6454473,445.0321045,-75.67657672,451.6010132,166.0446171,444.0250244,48.02948043,131630.2969,0,0,0,0,45.33233777,446.8574524,94.22699485,4.497528076,-123.3297752,4.880905151,60,0,8.668927341,0.037090232,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48.07115901,131258.5685,-71.91193287,130606.6634,168.1000875,131308.715,45.48711936,448.25328,-75.78512756,453.74658,165.7509606,446.42218,48.08261817,131057.9823,0,0,0,0,45.14907426,449.53505,95.24850386,4.39464,-124.1313063,4.21153,59.999,0,8.538883009,0.041407145,0,41.13836969,129077.194,-78.84472219,129027.0474,161.1844869,129077.194,-142.2425022,453.01414,96.50901101,458.50744,-22.09325258,451.91548,41.15555842,129077.194,0,0,0,0,-142.6149248,454.47902,-89.23244701,4.21153,43.75105724,4.02842,60,0,8.293073047,-3.087973507,0,41.10399222,129027.0474,-78.87909966,128976.9009,161.1386503,129102.2672,-142.259691,450.63371,96.26836874,455.39457,-22.3740019,449.16883,41.12118096,129027.0474,0,0,0,0,-142.7925417,451.73237,-86.01815378,4.57775,32.69297179,3.6622,60,0,8.307420304,-3.09216275,0,47.9580708,131668.6406,-71.97967536,131510.6563,167.9727249,131738.625,45.54107859,445.2037964,-75.75897612,451.7727051,165.7589786,445.2953491,47.985535,131638.7188,0,0,0,0,45.17852874,447.4067688,99.89593574,4.022598267,-129.3777438,4.554748535,60,0,8.643155602,0.035515272,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48.00240408,131258.5685,-71.9806878,130631.7367,168.0198734,131308.715,45.32096159,448.6195,-75.92836701,454.1128,165.4415633,447.52084,48.01386323,131057.9823,0,0,0,0,44.94280945,450.08438,99.42536619,4.21153,-129.3108448,3.84531,59.999,0,8.512664958,0.041401709,0,41.0581556,129077.194,-78.9192067,129052.1207,161.1100024,129102.2672,-142.4774149,453.74658,96.41160819,458.69055,-22.35681317,452.83103,41.08107391,129077.194,0,0,0,0,-142.81546,455.21146,-88.10944974,3.6622,43.14372197,3.47909,59.999,0,8.256894239,-3.084740108,0,41.02377813,129027.0474,-78.94785459,129027.0474,161.0813545,129102.2672,-142.5805473,451.73237,96.1996138,455.57768,-22.55734839,450.08438,41.05242602,129052.1207,0,0,0,0,-142.9816178,452.46481,-90.91694293,4.02842,37.32247077,3.11287,60,0,8.270413865,-3.085181038,0,47.88665776,131669.2188,-72.06756623,131517.0781,167.9067999,131743.125,45.29937869,446.1593628,-75.90728685,451.7841187,165.3744526,446.8460083,47.90863048,131640.625,0,0,0,0,44.920351,448.2421875,102.2525081,3.427505493,-135.9146173,3.953933716,60,0,8.584734426,0.036674907,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47.9966745,131258.5685,-72.00360611,130606.6634,168.0198734,131308.715,45.30377286,448.43639,-75.9570149,453.92969,165.3957267,448.07017,48.00813365,131057.9823,0,0,0,0,44.90843198,450.08438,100.7087917,3.84531,-132.2386591,3.84531,60,0,8.515870227,0.039849166,0,41.05242602,129077.194,-78.91347712,129027.0474,161.0985433,129077.194,-142.4888741,453.74658,96.36004199,458.69055,-22.36827232,452.83103,41.08107391,129077.194,0,0,0,0,-142.8383783,455.02835,-89.27255406,3.84531,42.39887684,3.6622,60,0,8.260458918,-3.085150863,0,41.01804855,129027.0474,-78.95931375,129027.0474,161.0756249,129102.2672,-142.6034656,451.73237,96.17669549,455.57768,-22.67193995,450.08438,41.04096687,129052.1207,0,0,0,0,-143.0389136,452.46481,-87.45054827,4.02842,0,0,59.999,0,8.258242907,-3.085173206,0,47.88665776,131671.4844,-72.07305771,131515.8906,167.9013084,131750.8594,45.28290086,446.0334778,-75.93475787,451.8985596,165.3854356,446.7086792,47.90313901,131650.5625,0,0,0,0,44.90386975,448.1792603,102.2085627,3.50189209,-134.6731621,4.07409668,60,0,8.595496978,0.037263187,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47.93937872,131258.5685,-71.74577511,127146.5522,169.1371411,128625.8751,10.54815301,407.41975,-121.0659821,598.7697,122.6759935,417.67391,48.44931116,129001.9742,17.96222688,1955.71506,0,0,3.346073524,472.79002,109.5667192,80.38529,-147.1011843,53.1019,62.069,-0.07,14.325264,0.692170448,0,42.63378954,123786.734,-78.09987705,117844.369,164.9201718,119674.7177,-175.3594628,445.87285,56.17278223,622.94022,-58.53909793,434.15381,43.14945155,120401.8425,26.05812052,3660.69742,0,0,-179.7884265,499.8903,-80.00782651,72.32845,40.72584008,56.7641,64.343,-0.03,11.73503333,-2.317899158,0,42.6166008,123786.734,-78.18582072,118019.8819,164.6336929,119599.4979,-121.8165568,766.49846,162.9950336,517.46886,36.68075804,629.34907,43.01767126,120426.9158,28.2468193,3460.11126,0,0,-96.86997442,597.85415,-175.3308149,201.97033,-162.5481265,137.69872,64.389,-0.06,3.458227452,-3.084965947,0,67.15118924,124838.4766,-51.97357317,127313.3828,-173.4494028,127721.5078,62.55340642,779.2911377,-14.26849399,534.0442505,-141.2924214,641.9334717,67.24457159,126615.5938,-105.877993,1852.875244,0,0,86.35529062,614.6106567,7.407532254,196.4836121,22.86529622,135.9729767,57.25799942,0,3.444470408,0.396358228,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49.62387464,133164.137,-70.38786513,132587.4518,169.6528031,133264.4301,42.13531625,471.14203,-75.60751065,461.98653,164.4904534,460.33854,49.63533379,132988.6241,0,0,0,0,43.66511357,464.36696,-15.45840131,6.77507,-21.63488634,7.3244,59.991,0.01,7.978619264,0.173729132,0,42.53065713,130004.905,-77.44670517,129954.7584,162.5710448,130029.9782,-145.2791785,480.29753,96.96164767,470.04337,-22.90685265,468.7616,42.55357544,130004.905,0,0,0,0,-143.7551108,472.97313,159.0129769,7.14129,152.5672017,7.50751,59.99,0.02,7.632794878,-2.962672446,0,42.49055009,129929.6851,-77.47535306,129929.6851,162.5366673,130004.905,-139.0167498,430.12539,103.7741159,415.84281,-16.30637885,416.02592,42.51919798,129954.7584,0,0,0,0,-137.2062032,420.60367,166.0947352,8.23995,168.4438622,8.23995,59.99,0.02,8.425617493,-3.065553238,0,49.00177152,131497.8281,-70.93597464,131346.0625,169.0164188,131578.0938,49.25445778,428.4381714,-67.82684521,416.4562378,172.2409101,416.3131714,49.02923571,131472.5625,0,0,0,0,51.20453143,420.2728271,-9.390564128,8.319854736,-11.26922644,8.274078369,59.99000168,0.029999999,8.621563578,0.047546124,0,0,0,0,0,0,0,0,0,0,0,0,0,1
