R1-PA1:VH,R1-PM1:V,R1-PA2:VH,R1-PM2:V,R1-PA3:VH,R1-PM3:V,R1-PA4:IH,R1-PM4:I,R1-PA5:IH,R1-PM5:I,R1-PA6:IH,R1-PM6:I,R1-PA7:VH,R1-PM7:V,R1-PA8:VH,R1-PM8:V,R1-PA9:VH,R1-PM9:V,R1-PA10:IH,R1-PM10:I,R1-PA11:IH,R1-PM11:I,R1-PA12:IH,R1-PM12:I,R1:F,R1:DF,R1-PA:Z,R1-PA:ZH,R1:S,R2-PA1:VH,R2-PM1:V,R2-PA2:VH,R2-PM2:V,R2-PA3:VH,R2-PM3:V,R2-PA4:IH,R2-PM4:I,R2-PA5:IH,R2-PM5:I,R2-PA6:IH,R2-PM6:I,R2-PA7:VH,R2-PM7:V,R2-PA8:VH,R2-PM8:V,R2-PA9:VH,R2-PM9:V,R2-PA10:IH,R2-PM10:I,R2-PA11:IH,R2-PM11:I,R2-PA12:IH,R2-PM12:I,R2:F,R2:DF,R2-PA:Z,R2-PA:ZH,R2:S,R3-PA1:VH,R3-PM1:V,R3-PA2:VH,R3-PM2:V,R3-PA3:VH,R3-PM3:V,R3-PA4:IH,R3-PM4:I,R3-PA5:IH,R3-PM5:I,R3-PA6:IH,R3-PM6:I,R3-PA7:VH,R3-PM7:V,R3-PA8:VH,R3-PM8:V,R3-PA9:VH,R3-PM9:V,R3-PA10:IH,R3-PM10:I,R3-PA11:IH,R3-PM11:I,R3-PA12:IH,R3-PM12:I,R3:F,R3:DF,R3-PA:Z,R3-PA:ZH,R3:S,R4-PA1:VH,R4-PM1:V,R4-PA2:VH,R4-PM2:V,R4-PA3:VH,R4-PM3:V,R4-PA4:IH,R4-PM4:I,R4-PA5:IH,R4-PM5:I,R4-PA6:IH,R4-PM6:I,R4-PA7:VH,R4-PM7:V,R4-PA8:VH,R4-PM8:V,R4-PA9:VH,R4-PM9:V,R4-PA10:IH,R4-PM10:I,R4-PA11:IH,R4-PM11:I,R4-PA12:IH,R4-PM12:I,R4:F,R4:DF,R4-PA:Z,R4-PA:ZH,R4:S,control_panel_log1,control_panel_log2,control_panel_log3,control_panel_log4,relay1_log,relay2_log,relay3_log,relay4_log,snort_log1,snort_log2,snort_log3,snort_log4
53.646038,131208.4219,-66.342783,131183.3486,173.674967,131258.5685,53.159024,413.46238,-69.224761,426.82941,173.938527,410.53262,53.657498,131208.4219,0,0,0,0,52.597526,416.75836,105.985733,8.42306,-109.738607,8.78928,60,0,9.583523961,0.007062,0,47.205507,129701.5156,-72.754212,129550.5859,167.209178,129774.9219,-134.914855,418.287293,102.516174,431.42511,-14.499208,416.748047,47.221985,129676.8828,0,0,0,0,-135.656436,422.046661,-78.82416,8.22258,54.659729,8.422852,59.999001,0,9.326575718,-3.113688,0,47.211722,129252.7069,-72.77137,129202.5603,167.240651,129252.7069,-135.011775,416.57525,102.484961,428.11118,-14.770852,414.56104,47.228911,129227.6336,0,0,0,0,-135.790997,419.68812,-78.586891,7.87373,52.368342,7.50751,59.999,0,9.270351647,-3.112727,0,53.697605,131233.4952,-66.285487,130606.6634,173.726533,131283.6417,53.365289,410.89884,-69.196113,422.80099,173.76664,408.70152,53.709064,131057.9823,0,0,0,0,52.626173,414.01171,108.008274,8.05684,-117.198517,7.87373,60,0,9.58229603,-0.003137,0,0,0,0,0,0,0,0,0,0,0,0,0
53.600202,131283.6417,-66.38289,131258.5685,173.623401,131333.7883,52.884004,414.37793,-69.264868,426.46319,173.49162,412.54683,53.61739,131283.6417,0,0,0,0,52.351154,417.67391,107.062894,7.14129,-112.379942,7.87373,60,0,9.498023333,0.009139,0,47.161561,129772.8672,-72.781676,129622.3281,167.176216,129855.5781,-135.205999,419.517517,102.395327,431.259155,-14.839783,418.642029,47.189026,129750.7813,0,0,0,0,-135.903634,423.059448,-79.933779,7.432938,51.86371,7.781982,60,0,9.258031933,-3.110811,0,47.165886,129302.8534,-72.800017,129277.7801,167.212003,129327.9267,-135.412845,417.85702,102.341721,428.11118,-15.017224,415.6597,47.194534,129302.8534,0,0,0,0,-136.048829,420.42056,-82.196525,7.3244,54.448179,6.95818,60,0,9.220393717,-3.104025,0,53.651768,131308.715,-66.325594,130656.81,173.680696,131358.8615,52.981407,412.54683,-69.24195,422.43477,173.422865,409.98329,53.663227,131108.1288,0,0,0,0,52.374072,414.92726,105.189322,7.3244,-116.109897,6.95818,59.999,0,9.482971909,0.005272,0,0,0,0,0,0,0,0,0,0,0,0,0
53.519988,131333.7883,-66.451645,131308.715,173.548916,131383.9348,52.368342,416.75836,-69.499781,426.28008,173.004606,414.19482,53.537176,131358.8615,0,0,0,0,51.944354,418.95568,101.871896,6.59196,-111.377266,6.77507,59.999,0,9.374655715,0.018356,0,47.101138,129841.8672,-72.853093,129703.375,167.110291,129933.5859,-135.760802,421.737671,102.236027,431.156158,-15.548401,421.382904,47.117616,129828.0547,0,0,0,0,-136.370546,424.690247,-79.373478,6.008148,48.688662,6.277084,59.999001,0,9.114504289,-3.10197,0,47.097131,129378.0732,-72.874502,129352.9999,167.143248,129403.1465,-135.882671,419.68812,102.232859,428.29429,-15.773528,418.58946,47.125779,129378.0732,0,0,0,0,-136.484276,422.25166,-77.698807,5.85952,49.532201,5.4933,60,0,9.08372779,-3.098105,0,53.600202,131383.9348,-66.405808,130732.0298,173.600482,131434.0813,52.580337,414.19482,-69.385189,422.61788,172.769694,412.72994,53.600202,131183.3486,0,0,0,0,51.978731,416.39214,108.036922,6.04263,-121.151926,5.67641,60,0,9.364594227,0.00923,0,0,0,0,0,0,0,0,0,0,0,0,0
53.416855,131383.9348,-66.560507,131333.7883,173.445784,131459.1546,51.841221,418.77257,-69.688857,427.19563,172.254032,417.4908,53.439774,131383.9348,0,0,0,0,51.463069,421.153,106.02011,5.12708,-114.081627,5.4933,60,0,9.251507761,0.024839,0,47.013247,129886.9688,-72.946475,129740.6875,167.016908,129956.6016,-136.409,424.570068,102.098699,431.493774,-16.048279,423.13385,47.029725,129865.0313,0,0,0,0,-136.793526,426.366821,-85.514836,4.909515,54.516907,4.966736,60,0,8.98410027,-3.086246,0,47.011187,129428.2197,-72.966175,129378.0732,167.051575,129428.2197,-136.530113,422.25166,101.997947,428.4774,-16.174599,420.23745,47.028376,129403.1465,0,0,0,0,-136.908265,423.71654,-87.880267,4.94397,54.84352,4.57775,60,0,8.986045053,-3.083582,0,53.49134,131409.0081,-66.503211,130782.1763,173.50308,131459.1546,51.921435,416.57525,-69.64302,423.35032,172.14517,415.29348,53.502799,131233.4952,0,0,0,0,51.474528,418.40635,105.659147,4.94397,-120.538861,4.76086,59.999,0,9.250667276,0.021307,0,0,0,0,0,0,0,0,0,0,0,0,0
53.382478,131383.9348,-66.577696,131358.8615,173.422865,131434.0813,51.623497,419.3219,-69.723234,427.19563,172.036308,418.40635,53.411126,131409.0081,0,0,0,0,51.302641,421.70233,105.733632,4.39464,-113.147705,5.12708,60,0,9.213377124,0.028785,0,46.974793,129886.2344,-72.979431,129741.9609,166.994942,129972.8594,-136.584782,424.901978,101.999818,431.980133,-16.268006,424.421326,47.002261,129866.7422,0,0,0,0,-136.958311,427.06488,-83.817445,4.428864,52.435,4.886627,60,0,8.969320978,-3.084888,0,46.97681,129428.2197,-73.000553,129378.0732,167.028656,129428.2197,-136.667623,422.61788,102.003676,428.4774,-16.329297,420.96989,46.999728,129428.2197,0,0,0,0,-136.999938,424.08276,-87.038019,4.39464,55.605554,4.39464,60,0,8.957581676,-3.08134,0,53.462692,131434.0813,-66.537589,130782.1763,173.480161,131484.2279,51.755278,417.4908,-69.683127,423.16721,171.956094,416.02592,53.474151,131233.4952,0,0,0,0,51.337018,418.77257,103.72255,4.57775,-121.438405,4.21153,60,0,9.197417301,0.024043,0,0,0,0,0,0,0,0,0,0,0,0,0
53.382478,131383.9348,-66.589155,131333.7883,173.405677,131459.1546,51.566202,419.50501,-69.746152,427.19563,172.064956,418.04013,53.399667,131383.9348,0,0,0,0,51.291182,421.51922,103.928815,4.57775,-110.145407,5.12708,60,0,9.213379175,0.031481,0,46.969302,129887.6016,-72.979431,129728.8359,166.978454,129966.6406,-136.606748,424.987793,102.032781,431.287781,-16.317445,424.610138,46.991275,129861.8438,0,0,0,0,-136.969308,426.939026,-85.383,4.165649,50.1828,4.566193,60,0,8.9466493,-3.08533,0,46.97108,129428.2197,-73.006282,129403.1465,167.011468,129428.2197,-136.667623,422.80099,102.003676,428.29429,-16.363675,421.153,46.993998,129428.2197,0,0,0,0,-137.011398,424.08276,-87.364605,4.39464,53.955436,4.21153,59.999,0,8.943041149,-3.082092,0,53.445503,131434.0813,-66.549048,130782.1763,173.474432,131484.2279,51.72663,417.30769,-69.64302,423.16721,171.875879,416.39214,53.462692,131233.4952,0,0,0,0,51.3141,418.95568,106.255023,4.21153,-122.807774,4.02842,59.999,0,9.192212718,0.024007,0,0,0,0,0,0,0,0,0,0,0,0,0
54.534123,131509.3012,-65.443239,131484.2279,174.557322,131584.521,55.880574,403.75755,-61.507019,394.41894,179.347249,389.29186,54.551312,131534.3744,0,0,0,0,57.885926,395.70071,13.057708,7.87373,-17.440835,8.97239,59.988,0.02,9.255019701,0.03741,0,48.435976,131050.0313,-71.518248,130903.1172,168.456125,131133.9688,-132.651672,404.817566,109.822086,394.81543,-9.53888,391.307831,48.457948,131030.5938,0,0,0,0,-130.811469,396.875366,-177.838441,7.501602,158.370667,7.99942,59.990002,0.01,9.162765117,-3.068121,0,48.443582,130581.5902,-71.53951,130531.4436,168.495428,130606.6634,-139.841809,446.05596,100.794735,444.04175,-16.575669,430.67472,48.4665,130581.5902,0,0,0,0,-138.564113,440.01333,-145.468255,8.78928,114.207677,9.33861,59.991,0.01,8.593894857,-2.947637,0,55.009678,133490.0895,-64.984873,132838.1845,175.021418,133565.3093,48.225858,437.44979,-71.333245,436.53424,171.520646,422.61788,55.015407,133314.5766,0,0,0,0,49.451987,432.1396,45.997052,8.78928,-62.18311,9.52172,59.993,0,8.999034894,0.166695,0,0,0,0,0,0,0,0,0,0,0,0,0
52.563148,131133.2021,-67.408485,131083.0556,172.592077,131183.3486,49.881706,422.80099,-68.680451,418.58946,171.755558,415.29348,52.586066,131133.2021,0,0,0,0,50.976055,418.95568,3.071054,4.21153,-27.066526,5.12708,59.999,0,8.838127178,0.080315,0,46.172793,129768.9453,-73.764957,129619.7813,166.18745,129842.4531,-138.183292,427.196503,103.06,422.721863,-16.6745,421.325684,46.194765,129745.0938,0,0,0,0,-137.276926,423.717499,169.752508,3.74794,149.768372,3.982544,59.999001,0,8.632011059,-3.039694,0,46.174669,129302.8534,-73.785505,129277.7801,166.220786,129327.9267,-139.515223,433.60448,102.072431,427.19563,-17.6471,425.36453,46.197587,129302.8534,0,0,0,0,-138.369308,428.66051,169.738747,4.76086,152.05154,5.12708,60,0,8.45326539,-3.00915,0,52.712117,131459.1546,-67.282434,130807.2496,172.735316,131484.2279,48.73579,427.56185,-69.602913,421.70233,170.672668,419.50501,52.717847,131258.5685,0,0,0,0,49.927542,422.80099,-3.242941,4.76086,-21.18225,5.31019,60,0,8.724038695,0.104212,0,0,0,0,0,0,0,0,0,0,0,0,0
52.563148,131133.2021,-67.408485,131083.0556,172.586347,131183.3486,49.887435,422.61788,-68.732017,418.58946,171.675344,415.6597,52.586066,131133.2021,0,0,0,0,50.935948,418.95568,2.314749,4.02842,-27.565,4.76086,60,0,8.841319537,0.078328,0,46.167298,129778.4922,-73.770449,129623.9453,166.18745,129855.5234,-138.23822,427.110657,103.032536,422.676086,-16.723938,421.508789,46.194765,129754.8438,0,0,0,0,-137.315366,423.73468,167.560728,3.770828,149.735423,3.948212,60,0,8.634250038,-3.038998,0,46.168939,129302.8534,-73.791234,129277.7801,166.215056,129327.9267,-139.503764,432.68893,102.09535,426.82941,-17.641371,425.36453,46.197587,129302.8534,0,0,0,0,-138.352119,428.29429,166.673423,4.76086,150.206616,4.94397,60,0,8.480462277,-3.010384,0,52.706388,131459.1546,-67.288163,130807.2496,172.729587,131509.3012,48.758708,427.56185,-69.591454,421.153,170.632561,419.50501,52.717847,131258.5685,0,0,0,0,49.927542,422.61788,-3.626823,4.76086,-17.824717,5.12708,60,0,8.709520693,0.102476,0,0,0,0,0,0,0,0,0,0,0,0,0
52.454286,131333.7883,-67.505887,131283.6417,172.483215,131358.8615,49.394692,424.8152,-69.579995,422.43477,170.747153,419.50501,52.477204,131333.7883,0,0,0,0,50.191103,422.25166,0,0,-31.506949,3.84531,60,0,8.816283264,0.078171,0,46.040956,129863.1641,-73.902285,129713.0234,166.061105,129942.7969,-138.847965,430.080414,102.049255,427.225098,-17.602845,425.508484,46.06842,129840,0,0,0,0,-138.139347,427.591309,0,0,140.737619,3.204346,60,0,8.60650851,-3.03575,0,46.048618,129403.1465,-73.917285,129378.0732,166.089006,129403.1465,-139.308958,429.75917,101.860437,425.91386,-18.019523,424.8152,46.071536,129403.1465,0,0,0,0,-138.495358,426.6463,163.304431,3.29598,151.386909,3.6622,60,0,8.547509773,-3.024952,0,52.551689,131434.0813,-67.454321,130807.2496,172.569158,131509.3012,48.993621,424.99831,-69.866474,420.96989,170.38046,418.95568,52.557419,131258.5685,0,0,0,0,49.835869,421.51922,0.487014,3.29598,-22.883934,3.84531,60,0,8.786442778,0.087369,0,0,0,0,0,0,0,0,0,0,0,0,0
52.40272,131333.7883,-67.563183,131333.7883,172.431648,131409.0081,49.291559,425.36453,-69.809178,423.16721,170.472133,420.60367,52.425638,131358.8615,0,0,0,0,49.984838,422.9841,0,0,-31.008476,3.29598,59.999,0,8.799023111,0.076038,0,45.991516,129879.9609,-73.951722,129727.125,166.006163,129958.7109,-138.968818,430.789948,101.867982,427.911743,-17.882996,426.921845,46.018984,129854.5,0,0,0,0,-138.331603,428.535461,0,0,0,0,60,0,8.580828399,-3.037333,0,45.991322,129403.1465,-73.968851,129378.0732,166.03744,129428.2197,-139.245933,429.39295,101.625524,426.28008,-18.151303,424.99831,46.0257,129403.1465,0,0,0,0,-138.587032,426.82941,0,0,0,0,60,0,8.569389019,-3.031296,0,52.482934,131434.0813,-67.505887,130807.2496,172.517592,131484.2279,49.102483,424.44898,-69.946688,420.78678,170.24295,419.68812,52.500123,131258.5685,0,0,0,0,49.790032,421.70233,0,0,-20.574914,3.11287,60.001,0,8.793764376,0.078986,0,0,0,0,0,0,0,0,0,0,0,0,0
